"station_id","name","latitude","longitude","elevation","country","provider"
2263,"Oppenberg","47.48944","14.27000","1060","Austria","AT_HZB"
2262,"Einsiedeln","47.13304","8.75653","910","Switzerland","CH_METEOSWISS"
2261,"Sulzberg","47.51972","9.90944","1000","Austria","AT_HZB"
2260,"Combloux","45.88900","6.62267","1183","France","FR_METEOFRANCE"
2259,"Brod_v_podbocju","45.86524","15.46012","150","Slovenia","SI_ARSO"
2258,"Livek","46.20222","13.60500","695","Slovenia","SI_ARSO"
2257,"S_Valentino_alla_Muta_Osservatore","46.77469","10.52722","1525","Italy","IT_BZ"
2256,"Oberglan","46.68722","14.11000","581","Austria","AT_HZB"
2255,"Freilassing","47.84540","12.98800","411","Germany","DE_DWD"
2254,"Geisingen","47.92420","8.64730","672","Germany","DE_DWD"
2253,"Albstadt_Burgfelden","48.24130","8.93290","911","Germany","DE_DWD"
2251,"Braunwald_CH_SLF","46.93813","8.98842","1310","Switzerland","CH_SLF"
2250,"Donnerskirchen","47.88917","16.66028","126","Austria","AT_HZB"
2249,"Abries_rm","44.78950","6.94100","2020","France","FR_METEOFRANCE"
2248,"Scena_Osservatore","46.68960","11.19083","680","Italy","IT_BZ"
2247,"Burgkirchen_Gendorf","48.17850","12.72560","425","Germany","DE_DWD"
2246,"Sankt_Johann_Gachingen","48.43210","9.37810","683","Germany","DE_DWD"
2245,"Sackingen_Bad_Bergseestr_","47.55820","7.97730","295","Germany","DE_DWD"
2244,"St_martin_de_belleville","45.36850","6.50783","1500","France","FR_METEOFRANCE"
2243,"St_Peter_am_Ottersbach","46.80083","15.75944","270","Austria","AT_HZB"
2242,"La_Drossa","46.65385","10.19031","1710","Switzerland","CH_SLF"
2241,"Evolene_Villa","46.11221","7.50865","1825","Switzerland","CH_METEOSWISS"
2240,"Ayze","46.07433","6.42550","449","France","FR_METEOFRANCE"
2239,"Amerdingen","48.72580","10.49150","492","Germany","DE_DWD"
2237,"Wadenswil","47.22096","8.67769","485","Switzerland","CH_METEOSWISS"
2236,"Bernbeuren","47.73330","10.78330","750","Germany","DE_DWD"
2235,"Flintsbach_Inn_Asten","47.70010","12.11680","1101","Germany","DE_DWD"
2234,"Schopfheim_Eichen","47.64630","7.84390","400","Germany","DE_DWD"
2233,"Imst_Oberstadt","47.24889","10.74111","860","Austria","AT_HZB"
2232,"Frankenau","47.45194","16.60250","208","Austria","AT_HZB"
2231,"Tagmersheim_Blossenau","48.81040","10.93590","522","Germany","DE_DWD"
2230,"Tweng","47.17806","13.62917","1200","Austria","AT_HZB"
2229,"Oberhausen_Donau_Sinning","48.68840","11.10680","410","Germany","DE_DWD"
2228,"Zbelovska_gora","46.28833","15.52750","275","Slovenia","SI_ARSO"
2227,"Glasing","47.04778","16.36528","209","Austria","AT_HZB"
2226,"Laussa","47.95278","14.45333","440","Austria","AT_HZB"
2225,"Albstadt_Badkap","48.21560","8.97840","759","Germany","DE_DWD"
2224,"Casetta_in_Canada","46.59190","12.95530","1000","Italy","IT_FVG"
2223,"Hochegg","46.73333","13.56639","1030","Austria","AT_HZB"
2222,"Gschnitz_Obertal","47.02833","11.33250","1280","Austria","AT_HZB"
2221,"Trattenbach_Schlaggraben_","47.61500","15.88194","1100","Austria","AT_HZB"
2220,"Morzine_74191001","46.17367","6.70500","960","France","FR_METEOFRANCE"
2218,"Blumberg","47.84220","8.53620","707","Germany","DE_DWD"
2217,"Ambroz_pod_krvavcem","46.27222","14.53306","977","Slovenia","SI_ARSO"
2216,"Filzmoos","47.43556","13.52306","1050","Austria","AT_HZB"
2214,"Tannheim_Kienzen","47.50139","10.50389","1110","Austria","AT_HZB"
2213,"Plaffeien_PLF","46.74771","7.26626","1042","Switzerland","CH_METEOSWISS"
2212,"Cervieres","44.85967","6.72017","1637","France","FR_METEOFRANCE"
2211,"Strasslach_Muhlthal","47.99690","11.48550","566","Germany","DE_DWD"
2210,"Nattheim_Fleinheim","48.70710","10.29970","530","Germany","DE_DWD"
2209,"Bosruckhutte","47.63972","14.36722","1036","Austria","AT_HZB"
2208,"Offenburg","48.45930","7.92550","153","Germany","DE_DWD"
2207,"Moosbrunn","48.02194","16.44889","198","Austria","AT_HZB"
2206,"Hunderdorf_Thananger","48.95010","12.71510","346","Germany","DE_DWD"
2205,"Judenburg","47.17278","14.66222","730","Austria","AT_HZB"
2204,"Augsburg_Sankt_Stephan_","48.37230","10.89480","490","Germany","DE_DWD"
2203,"Topol_pri_medvodah","46.09338","14.37511","662","Slovenia","SI_ARSO"
2202,"Gressoney_La_Trinite_Eselbode","45.83060","7.82587","1642","Italy","IT_VDA_CF"
2201,"Kindtal","47.52417","15.46667","573","Austria","AT_HZB"
2200,"Payerne_Ville","46.83339","6.93550","447","Switzerland","CH_METEOSWISS"
2199,"Munstertal","47.86900","7.80860","456","Germany","DE_DWD"
2198,"Zernez_CH_METEOSWISS","46.69787","10.08961","1470","Switzerland","CH_METEOSWISS"
2197,"Alp_Grum","46.37429","10.03140","2090","Switzerland","CH_SLF"
2196,"Rudersberg","48.88900","9.52450","284","Germany","DE_DWD"
2195,"Auris_en_oisans","45.05433","6.07250","1600","France","FR_METEOFRANCE"
2194,"Dobrnic","45.87528","14.98000","245","Slovenia","SI_ARSO"
2193,"Val_d_isere_joseray","45.44033","6.97350","1854","France","FR_METEOFRANCE"
2192,"Stiefenhofen","47.59740","9.98550","835","Germany","DE_DWD"
2191,"Campo_Moro","46.30303","9.92742","1970","Italy","IT_LOMBARDIA"
2190,"Mustair","46.63542","10.45851","1248","Switzerland","CH_METEOSWISS"
2189,"Almsee_Fischerau","47.82389","13.95083","574","Austria","AT_HZB"
2188,"Berchtesgaden_Obersalzberg","47.63270","13.05030","930","Germany","DE_DWD"
2187,"Kroning_Leisteneck","48.55010","12.37370","488","Germany","DE_DWD"
2186,"Col_verde","46.27128","11.81706","1877","Italy","IT_TN"
2185,"Burladingen","48.29290","9.11570","780","Germany","DE_DWD"
2184,"Bouvante","44.95183","5.32067","1089","France","FR_METEOFRANCE"
2183,"Locarno_Monti","46.17249","8.78757","366","Switzerland","CH_METEOSWISS"
2182,"Mervelier","47.34662","7.49002","540","Switzerland","CH_METEOSWISS"
2181,"Luce","46.35462","14.75046","513","Slovenia","SI_ARSO"
2180,"Reutlingen_Betzingen","48.50510","9.18330","360","Germany","DE_DWD"
2179,"Gruningen","47.27351","8.74374","535","Switzerland","CH_METEOSWISS"
2178,"Vicosoprano_Lobbia","46.35158","9.62065","1060","Switzerland","CH_METEOSWISS"
2177,"Emmingen_Liptingen","47.93170","8.85840","743","Germany","DE_DWD"
2176,"St_paul","44.58917","6.83933","1908","France","FR_METEOFRANCE"
2175,"Anras","46.77694","12.57111","1300","Austria","AT_HZB"
2174,"Bopfingen_Flochberg","48.84740","10.36440","498","Germany","DE_DWD"
2173,"L_alpe_d_huez_sata_","45.09200","6.07033","1860","France","FR_METEOFRANCE"
2172,"Lunz_am_See","47.85500","15.06861","611","Austria","AT_HZB"
2171,"Flumserberg","47.08901","9.29445","1310","Switzerland","CH_SLF"
2170,"Thalgau","47.86917","13.21056","730","Austria","AT_HZB"
2169,"Bozberg","47.48170","8.13183","536","Switzerland","CH_METEOSWISS"
2168,"Blindheim","48.63260","10.62180","420","Germany","DE_DWD"
2167,"Mitterbach","47.82556","15.30944","865","Austria","AT_HZB"
2165,"Grenchen","47.17909","7.41512","427","Switzerland","CH_METEOSWISS"
2163,"Belp","46.90610","7.50534","510","Switzerland","CH_METEOSWISS"
2162,"Bulach","47.51961","8.52771","403","Switzerland","CH_METEOSWISS"
2161,"Vernayaz","46.13384","7.03624","453","Switzerland","CH_METEOSWISS"
2160,"Durnkrut","48.47306","16.84556","163","Austria","AT_HZB"
2159,"Haigerloch_Weildorf","48.37050","8.76660","524","Germany","DE_DWD"
2158,"Eptingen","47.38589","7.81898","565","Switzerland","CH_METEOSWISS"
2157,"Grainau_Eibsee","47.45610","10.99400","1008","Germany","DE_DWD"
2156,"Waldsee_Bad_Dinnenried","47.88100","9.73280","597","Germany","DE_DWD"
2154,"Sinabelkirchen","47.10722","15.83194","350","Austria","AT_HZB"
2153,"Lackenhof","47.87000","15.15389","807","Austria","AT_HZB"
2152,"Weissach","48.84570","8.90730","455","Germany","DE_DWD"
2151,"Passau_Oberhaus","48.57790","13.46940","409","Germany","DE_DWD"
2150,"Planachaux","46.17436","6.84287","1870","Switzerland","CH_SLF"
2149,"Magadino_Cadenazzo","46.16003","8.93366","203","Switzerland","CH_METEOSWISS"
2148,"Egling_Isar_Attenham","47.93200","11.55900","709","Germany","DE_DWD"
2147,"Schwarzenburg","46.81360","7.34888","806","Switzerland","CH_METEOSWISS"
2146,"S_Caterina_Plaghera","46.39879","10.48588","2240","Italy","IT_LOMBARDIA"
2145,"Paneveggio","46.30952","11.74750","1535","Italy","IT_TN"
2144,"Veliki_trn","45.96764","15.39874","416","Slovenia","SI_ARSO"
2143,"Ehingen_Donau_Frankenhofen","48.33260","9.60280","745","Germany","DE_DWD"
2142,"Passo_tonale_scuola_pat","46.26256","10.59683","1880","Italy","IT_TN"
2141,"Preblau","46.92806","14.80389","790","Austria","AT_HZB"
2140,"Wiesenbach_Oberwiesenbach","48.28740","10.30660","514","Germany","DE_DWD"
2139,"Ruinettes","46.09150","7.25299","2200","Switzerland","CH_SLF"
2138,"Blaustein_Bermaringen","48.46180","9.83610","635","Germany","DE_DWD"
2137,"Bildstein","47.46639","9.77417","720","Austria","AT_HZB"
2136,"Sigmaringen_Laiz","48.07190","9.19420","580","Germany","DE_DWD"
2135,"Brunnsteinhaus","47.64460","12.09820","1345","Germany","DE_DWD"
2134,"Ochsenhausen_Mittelbuch","48.04490","9.88220","626","Germany","DE_DWD"
2133,"Chables","46.82598","6.81571","589","Switzerland","CH_METEOSWISS"
2132,"Val_thorens","45.29000","6.57617","2283","France","FR_METEOFRANCE"
2131,"Bonneval_sur_arc","45.37083","7.05433","1830","France","FR_METEOFRANCE"
2130,"Strunjan","45.53194","13.61417","30","Slovenia","SI_ARSO"
2129,"Ubersee_Feldwies","47.83340","12.48200","520","Germany","DE_DWD"
2128,"Frein_an_der_Murz","47.74278","15.48833","867","Austria","AT_HZB"
2127,"Matrei_in_Osttirol","47.00333","12.54333","1001","Austria","AT_HZB"
2126,"Trochtelfingen_Wilsingen","48.28140","9.31370","769","Germany","DE_DWD"
2125,"Giswil","46.84945","8.19021","471","Switzerland","CH_METEOSWISS"
2124,"St_auban_4049001","44.05733","5.98717","458","France","FR_METEOFRANCE"
2123,"Murzsteg","47.67361","15.47250","810","Austria","AT_HZB"
2122,"Neukirchen_an_der_Enknach","48.18139","13.03750","404","Austria","AT_HZB"
2121,"Ellgau","48.59680","10.87810","426","Germany","DE_DWD"
2120,"Eriskirch_Mariabrunn","47.63580","9.53920","408","Germany","DE_DWD"
2119,"Augsburg","48.42540","10.94200","461","Germany","DE_DWD"
2118,"Les_2_alpes_pied_mouttet_","45.00550","6.10400","2084","France","FR_METEOFRANCE"
2117,"Autrans_nivo","45.22300","5.57533","1260","France","FR_METEOFRANCE"
2116,"Osterhofen_Thundorf","48.75760","13.01310","310","Germany","DE_DWD"
2115,"Altmatt","47.13104","8.69635","920","Switzerland","CH_METEOSWISS"
2114,"Osterhofen","48.71670","13.01670","317","Germany","DE_DWD"
2113,"Balmberg","47.26559","7.54064","1075","Switzerland","CH_METEOSWISS"
2112,"Braggio","46.29635","9.12547","1312","Switzerland","CH_METEOSWISS"
2111,"Doren","47.49000","9.86139","710","Austria","AT_HZB"
2110,"Passo_del_Predil","46.41851","13.57814","1156","Italy","IT_FVG"
2108,"Gressoney_La_Trinite","45.87221","7.87066","2901","Italy","IT_VDA_CF"
2107,"Strojna","46.59500","14.91778","940","Slovenia","SI_ARSO"
2106,"Pfronten_Rehbichel","47.60630","10.55930","884","Germany","DE_DWD"
2105,"Vacheresse_auxi","46.30917","6.67067","790","France","FR_METEOFRANCE"
2104,"Waging_am_See","47.92370","12.75580","475","Germany","DE_DWD"
2103,"Frankenburg","48.06778","13.49333","515","Austria","AT_HZB"
2102,"Wolfratshausen","47.92740","11.42920","570","Germany","DE_DWD"
2101,"Schemmerhofen_Ingerkingen","48.19940","9.77000","519","Germany","DE_DWD"
2100,"Untergriesbach_Glotzing","48.55980","13.74940","575","Germany","DE_DWD"
2099,"Chippis","46.28205","7.53206","529","Switzerland","CH_METEOSWISS"
2098,"Le_tour_balme","46.01917","6.96917","2196","France","FR_METEOFRANCE"
2097,"Ruhpolding_Seehaus","47.71100","12.62120","746","Germany","DE_DWD"
2096,"Simmersfeld","48.61900","8.52440","720","Germany","DE_DWD"
2095,"Altdorf","46.88708","8.62188","438","Switzerland","CH_METEOSWISS"
2094,"Podcetrtek","46.15985","15.59945","254","Slovenia","SI_ARSO"
2093,"Kraiburg_am_Inn","48.18330","12.43410","423","Germany","DE_DWD"
2092,"Gilching","48.10850","11.27810","550","Germany","DE_DWD"
2091,"Rust_AT_HZB","47.80194","16.67417","122","Austria","AT_HZB"
2090,"Konigsbach_Stein","48.96540","8.63900","230","Germany","DE_DWD"
2089,"Sindelfingen","48.69190","8.98210","425","Germany","DE_DWD"
2088,"Gap_bayard","44.61950","6.08400","1240","France","FR_METEOFRANCE"
2087,"Stallikon","47.30464","8.50101","754","Switzerland","CH_METEOSWISS"
2086,"Eggenburg","48.63611","15.81722","362","Austria","AT_HZB"
2085,"Aufkirchen","48.30600","11.85860","480","Germany","DE_DWD"
2084,"Reichenhall_Bad","47.72380","12.87400","470","Germany","DE_DWD"
2083,"Paal_Stadl","47.08944","13.99306","870","Austria","AT_HZB"
2082,"Bramberg","47.26306","12.32111","844","Austria","AT_HZB"
2081,"St_Aegyd_am_Neuwalde","47.85722","15.56778","607","Austria","AT_HZB"
2080,"Konstanz","47.67740","9.19010","443","Germany","DE_DWD"
2079,"Seyne","44.35083","6.35867","1210","France","FR_METEOFRANCE"
2078,"Dachsberg_Wolpadingen","47.70030","8.10570","880","Germany","DE_DWD"
2077,"Unterkulm","47.31982","8.11107","454","Switzerland","CH_METEOSWISS"
2075,"Grand_bornand","45.96883","6.44017","1300","France","FR_METEOFRANCE"
2074,"Denklingen_Dienhausen","47.88740","10.83150","722","Germany","DE_DWD"
2073,"Vojnik","46.29352","15.30869","273","Slovenia","SI_ARSO"
2072,"St_Jakob_im_Walde","47.46861","15.78611","922","Austria","AT_HZB"
2071,"Muhlacker","48.97210","8.87340","244","Germany","DE_DWD"
2070,"Breitenau","47.84639","14.35694","514","Austria","AT_HZB"
2069,"Kartitsch","46.72500","12.50222","1374","Austria","AT_HZB"
2068,"Aulendorf_Haslach","47.96550","9.68040","565","Germany","DE_DWD"
2067,"Neckartenzlingen","48.59260","9.23220","289","Germany","DE_DWD"
2066,"Cavaglia_CH_SLF","46.36442","10.04367","1690","Switzerland","CH_SLF"
2065,"Gruibingen","48.59120","9.64670","564","Germany","DE_DWD"
2064,"Terme_di_Brennero_Osservatore","46.98113","11.48893","1330","Italy","IT_BZ"
2063,"Stuttgart_Rohr","48.71840","9.09590","500","Germany","DE_DWD"
2062,"Wimsheim","48.85460","8.82430","431","Germany","DE_DWD"
2061,"Baierbach","48.41580","12.20600","460","Germany","DE_DWD"
2060,"Brand","47.10778","9.74556","1005","Austria","AT_HZB"
2059,"Ennetbaden","47.48146","8.32118","420","Switzerland","CH_METEOSWISS"
2058,"La_flegere","45.95750","6.88683","1850","France","FR_METEOFRANCE"
2057,"Chamrousse_niverolles","45.11900","5.89067","2022","France","FR_METEOFRANCE"
2056,"Dvor","45.80849","14.96648","206","Slovenia","SI_ARSO"
2055,"Hirschegg","47.01694","14.92444","1158","Austria","AT_HZB"
2054,"Wilchingen","47.66797","8.46451","422","Switzerland","CH_METEOSWISS"
2053,"Krailling","48.09490","11.40500","553","Germany","DE_DWD"
2052,"Abensberg_Sandharlanden","48.84210","11.81940","380","Germany","DE_DWD"
2051,"St_Michael_ob_Bleiburg","46.57833","14.74917","527","Austria","AT_HZB"
2050,"Goppingen_Jebenhausen","48.68900","9.63480","367","Germany","DE_DWD"
2048,"Appenzell","47.33959","9.39730","750","Switzerland","CH_METEOSWISS"
2047,"Karlstetten","48.25500","15.57667","340","Austria","AT_HZB"
2046,"Magdalensberg","46.72500","14.43056","920","Austria","AT_HZB"
2045,"Adelmannsfelden","48.95400","10.00600","470","Germany","DE_DWD"
2044,"Andelsbuch","47.40389","9.87750","600","Austria","AT_HZB"
2043,"Tignes_brevieres","45.50467","6.91900","1570","France","FR_METEOFRANCE"
2042,"Zell_im_Wiesental_Pfaffenberg","47.73490","7.86440","730","Germany","DE_DWD"
2041,"Ried_im_Oberinntal","47.05750","10.66056","895","Austria","AT_HZB"
2040,"Rheinau_Memprechtshofen","48.67030","7.99390","131","Germany","DE_DWD"
2039,"Grassau","47.79410","12.48600","540","Germany","DE_DWD"
2038,"Wolfsegg_am_Hausruck","48.11278","13.68139","585","Austria","AT_HZB"
2037,"Glarus","47.03459","9.06694","516","Switzerland","CH_METEOSWISS"
2036,"Les_Ponts_de_Martel","46.99751","6.72717","1052","Switzerland","CH_METEOSWISS"
2035,"Mohlin","47.57220","7.87789","343","Switzerland","CH_METEOSWISS"
2034,"Passo_valles","46.33947","11.80123","2045","Italy","IT_TN"
2033,"Ptuj","46.43028","15.88825","235","Slovenia","SI_ARSO"
2032,"Trubsee","46.79146","8.39528","1780","Switzerland","CH_SLF"
2031,"Tacherting_Spreit","48.08910","12.50710","508","Germany","DE_DWD"
2030,"Kurzeneialp","47.01344","7.84074","894","Switzerland","CH_METEOSWISS"
2029,"Gross_St_Florian","46.82806","15.31389","320","Austria","AT_HZB"
2028,"Pforzheim_Eutingen","48.90590","8.74120","246","Germany","DE_DWD"
2027,"Oberdorf_im_Burgenland","47.22528","16.21000","361","Austria","AT_HZB"
2026,"Gorenje_blato","45.96075","14.59310","315","Slovenia","SI_ARSO"
2024,"Langenfeld","47.07639","10.97000","1180","Austria","AT_HZB"
2023,"Sigharting","48.39778","13.59694","344","Austria","AT_HZB"
2022,"Rosenfeld_Bickelsberg","48.29120","8.69480","676","Germany","DE_DWD"
2021,"Matrei_am_Brenner","47.13111","11.45528","970","Austria","AT_HZB"
2020,"Oberhaching_Laufzorn","48.01300","11.55240","604","Germany","DE_DWD"
2019,"Cankova","46.71972","16.02660","212","Slovenia","SI_ARSO"
2018,"Villars_Tiercelin","46.62176","6.71007","859","Switzerland","CH_METEOSWISS"
2017,"Fribourg_Posieux","46.77140","7.11372","650","Switzerland","CH_METEOSWISS"
2016,"Baad","47.31556","10.13306","1305","Austria","AT_HZB"
2015,"Arnstorf","48.55650","12.81260","385","Germany","DE_DWD"
2014,"Kossen","47.67167","12.40278","590","Austria","AT_HZB"
2013,"Todtnau_Aftersteg","47.84350","7.92740","802","Germany","DE_DWD"
2012,"Saxen_Au","48.21472","14.79111","244","Austria","AT_HZB"
2011,"Ettlingen_Ettlingenweier","48.92460","8.38240","118","Germany","DE_DWD"
2010,"Bischofszell","47.49738","9.23470","470","Switzerland","CH_METEOSWISS"
2009,"Thusis_CH_METEOSWISS","46.70942","9.44170","672","Switzerland","CH_METEOSWISS"
2008,"Schrobenhausen","48.55390","11.28470","414","Germany","DE_DWD"
2007,"Rifugio_Zacchi","46.45924","13.68429","1380","Italy","IT_FVG"
2006,"Gramais","47.26889","10.53556","1320","Austria","AT_HZB"
2005,"Lohn_SH","47.75195","8.67763","585","Switzerland","CH_METEOSWISS"
2004,"Mainburg","48.64930","11.77720","431","Germany","DE_DWD"
2003,"Font_d_urle","44.90433","5.33400","1425","France","FR_METEOFRANCE"
2002,"Dreifaltigkeit","46.80667","14.28667","1180","Austria","AT_HZB"
2001,"Tubingen_Bebenhausen","48.55900","9.06150","350","Germany","DE_DWD"
1999,"Basel_Binningen","47.54113","7.58350","316","Switzerland","CH_METEOSWISS"
1998,"Oberpframmern","48.01830","11.80610","606","Germany","DE_DWD"
1997,"Guttingen","47.60173","9.27941","440","Switzerland","CH_METEOSWISS"
1996,"Treuchtlingen_Schambach","48.96790","10.95290","425","Germany","DE_DWD"
1995,"Unterpurkla","46.71972","15.91444","220","Austria","AT_HZB"
1994,"Prato_allo_Stelvio_Osservatore","46.62478","10.59715","900","Italy","IT_BZ"
1993,"Hornisgrinde","48.61360","8.20340","1119","Germany","DE_DWD"
1991,"Sandl","48.55083","14.63944","935","Austria","AT_HZB"
1990,"Kiental","46.58258","7.72710","930","Switzerland","CH_METEOSWISS"
1989,"Untertal_Tetter","47.35611","13.71250","1040","Austria","AT_HZB"
1987,"Costalovara_Osservatore","46.52749","11.42930","1250","Italy","IT_BZ"
1986,"Philippsreut","48.88070","13.66330","917","Germany","DE_DWD"
1985,"Maribor_tabor","46.53978","15.64988","275","Slovenia","SI_ARSO"
1984,"Absdorf","48.40167","15.97667","182","Austria","AT_HZB"
1983,"Grindelwald_Bort","46.64728","8.05139","1565","Switzerland","CH_SLF"
1982,"Vals_CH_METEOSWISS","46.62776","9.18870","1242","Switzerland","CH_METEOSWISS"
1980,"Munsingen_Apfelstetten","48.38510","9.48370","750","Germany","DE_DWD"
1979,"Maria_Lankowitz","47.06611","15.06583","530","Austria","AT_HZB"
1978,"Nassenfels","48.80160","11.21810","401","Germany","DE_DWD"
1977,"Hengersberg","48.77340","13.05450","327","Germany","DE_DWD"
1976,"Eiberg","48.34160","12.88200","470","Germany","DE_DWD"
1975,"Megeve_auxi","45.85333","6.60483","1080","France","FR_METEOFRANCE"
1974,"Fundres_Osservatore","46.88647","11.70510","1150","Italy","IT_BZ"
1973,"Mislinja","46.44944","15.21528","589","Slovenia","SI_ARSO"
1972,"Pernegg","47.36528","15.33528","460","Austria","AT_HZB"
1971,"Schwarzenegg","46.80555","7.72275","902","Switzerland","CH_METEOSWISS"
1970,"Dorfen_Klaranlage_","48.27460","12.16160","430","Germany","DE_DWD"
1969,"Vocklabruck","48.00778","13.66556","423","Austria","AT_HZB"
1968,"Eschbronn_Mariazell","48.18680","8.46720","714","Germany","DE_DWD"
1967,"Rabbi","46.40958","10.80320","1335","Italy","IT_TN"
1966,"Barnbach","47.07056","15.13417","420","Austria","AT_HZB"
1965,"Thusis_CH_SLF","46.69806","9.44056","701","Switzerland","CH_SLF"
1964,"Strass","46.73556","15.62444","256","Austria","AT_HZB"
1963,"Irschen_Leppen","46.76306","13.02694","1150","Austria","AT_HZB"
1962,"Ulrichen_CH_METEOSWISS","46.50489","8.30823","1345","Switzerland","CH_METEOSWISS"
1961,"Eisenbach","47.96340","8.26930","976","Germany","DE_DWD"
1960,"Gasen","47.38944","15.58528","950","Austria","AT_HZB"
1959,"Murska_sobota_rakican","46.65240","16.19624","187","Slovenia","SI_ARSO"
1958,"Col_du_rousset","44.83650","5.40400","1260","France","FR_METEOFRANCE"
1957,"Hebalpe","46.92889","15.01083","1310","Austria","AT_HZB"
1956,"Pleidelsheim","48.95710","9.19950","192","Germany","DE_DWD"
1955,"Bourg_d_oisans","45.02467","6.17467","730","France","FR_METEOFRANCE"
1954,"Eisenstadt","47.85667","16.54306","195","Austria","AT_HZB"
1953,"Riedoschingen","47.85000","8.61670","715","Germany","DE_DWD"
1952,"Aschach_an_der_Donau","48.37611","14.00306","292","Austria","AT_HZB"
1951,"Uffing_am_Staffelsee_Schoffau","47.71050","11.09090","730","Germany","DE_DWD"
1950,"Hindelang_Unterjoch_LfW_","47.55610","10.42740","1015","Germany","DE_DWD"
1949,"Tubingen_Botanischer_Garten_","48.54010","9.03620","445","Germany","DE_DWD"
1948,"Luthern","47.05820","7.91860","767","Switzerland","CH_METEOSWISS"
1947,"Lenggries_Rissbachwehr_","47.51940","11.44280","850","Germany","DE_DWD"
1946,"Mrzla_rupa","46.01028","13.88472","930","Slovenia","SI_ARSO"
1945,"See_im_Paznaun","47.08472","10.47056","1063","Austria","AT_HZB"
1944,"Malsburg_Marzell_Friedrichsheim","47.78190","7.73480","852","Germany","DE_DWD"
1943,"Folgarida_malghet_aut","46.29017","10.84668","1890","Italy","IT_TN"
1942,"Jochberg","47.38278","12.42694","950","Austria","AT_HZB"
1941,"Schauinsland","47.90990","7.89160","1218","Germany","DE_DWD"
1940,"Chamrousse_arselle","45.09250","5.87233","1650","France","FR_METEOFRANCE"
1939,"Brusio_CH_METEOSWISS","46.26436","10.11722","856","Switzerland","CH_METEOSWISS"
1938,"Schneizlreuth_Ristfeucht","47.66850","12.77070","523","Germany","DE_DWD"
1937,"Baltmannsweiler_Hohengehren","48.75730","9.45140","457","Germany","DE_DWD"
1936,"Cotterg","46.08593","7.20918","840","Switzerland","CH_METEOSWISS"
1935,"Inzing","47.27056","11.20722","610","Austria","AT_HZB"
1934,"Ochsenhausen","48.05790","9.94790","620","Germany","DE_DWD"
1933,"Holzkirchen_Oberbayern_Leithen","47.83330","11.65000","755","Germany","DE_DWD"
1932,"Aschau","47.38333","12.30806","1005","Austria","AT_HZB"
1930,"Grand_Som_Martel","47.02763","6.75878","1292","Switzerland","CH_METEOSWISS"
1929,"Andermatt_CH_SLF","46.63320","8.59190","1440","Switzerland","CH_SLF"
1928,"Couvet","46.93353","6.65868","728","Switzerland","CH_METEOSWISS"
1927,"Malsch_Volkersbach","48.86590","8.39630","385","Germany","DE_DWD"
1926,"Diga_di_Gioveretto_Osservatore","46.50906","10.72507","1851","Italy","IT_BZ"
1925,"Kreuzwirt","47.38000","15.79333","1038","Austria","AT_HZB"
1924,"Obsteig","47.30083","10.92361","950","Austria","AT_HZB"
1923,"Jedesheim","48.20000","10.11670","518","Germany","DE_DWD"
1922,"Andeer","46.61015","9.43196","987","Switzerland","CH_METEOSWISS"
1921,"Aussois","45.24200","6.72633","2166","France","FR_METEOFRANCE"
1920,"Embrun","44.55933","6.50133","871","France","FR_METEOFRANCE"
1919,"Forchach","47.41972","10.58583","910","Austria","AT_HZB"
1918,"Pfander","47.50861","9.78056","1055","Austria","AT_HZB"
1917,"Wies","46.72250","15.26194","390","Austria","AT_HZB"
1916,"Geils","46.45644","7.51244","1710","Switzerland","CH_METEOSWISS"
1915,"Jursce_jurisce_","45.66583","14.29972","703","Slovenia","SI_ARSO"
1914,"Pforzheim_Ispringen","48.93290","8.69730","333","Germany","DE_DWD"
1913,"Klammstein","47.26472","13.08167","795","Austria","AT_HZB"
1912,"Breitnau","47.93850","8.07610","1001","Germany","DE_DWD"
1911,"Untrasried_Maneberg","47.83440","10.36820","821","Germany","DE_DWD"
1910,"Freudenstadt_Kniebis","48.46520","8.30260","863","Germany","DE_DWD"
1909,"Fremdingen","48.97450","10.46150","465","Germany","DE_DWD"
1908,"Altensteig_Wart","48.61710","8.65010","594","Germany","DE_DWD"
1907,"Dobel","48.79680","8.49210","696","Germany","DE_DWD"
1906,"Maria_Langegg","48.32528","15.45417","495","Austria","AT_HZB"
1905,"Saanenmoser","46.51876","7.29751","1390","Switzerland","CH_SLF"
1904,"Bisisthal","46.94383","8.83072","856","Switzerland","CH_METEOSWISS"
1903,"Pollau","47.30722","15.83583","420","Austria","AT_HZB"
1902,"Miesenbach","47.83778","15.98194","480","Austria","AT_HZB"
1901,"Martigny_Ville","46.12225","7.07066","592","Switzerland","CH_METEOSWISS"
1900,"Stetten_Frohnstetten","48.14170","9.09650","779","Germany","DE_DWD"
1899,"Camedo","46.15529","8.60750","590","Switzerland","CH_METEOSWISS"
1898,"Morbio_Superiore","45.86150","9.02906","594","Switzerland","CH_METEOSWISS"
1897,"Weil_der_Stadt","48.76090","8.87840","389","Germany","DE_DWD"
1895,"Mindelstetten","48.84760","11.62050","399","Germany","DE_DWD"
1894,"Jausiers","44.40300","6.75700","1510","France","FR_METEOFRANCE"
1893,"Amerlugen_Saminaweg_","47.20833","9.61222","760","Austria","AT_HZB"
